genotype,elevation,Treatment,Tmin,tray,column,row,cell,cohort,plantID,label,freezing_date,freezing_OD,Germinated,Final_status,day_until_germination,day_of_death
311_11,2712,Control,4,5,1,A,1A,2,f_seed801A,f_seed801A_5_1A,10/17/22,290,1,1,12,94
78_2,3004,Control,4,5,1,B,1B,2,f_seed802,f_seed802_5_1B,10/17/22,290,1,1,7,94
78_2,3004,Control,4,5,1,B,1B,2,f_seed802A,f_seed802A_5_1B,10/17/22,290,0,0,94,NA
95_10,2966,Control,4,5,1,C,1C,2,f_seed803,f_seed803_5_1C,10/17/22,290,0,0,94,NA
95_10,2966,Control,4,5,1,C,1C,2,f_seed803A,f_seed803A_5_1C,10/17/22,290,0,0,94,NA
255_13,3342,Control,4,5,1,D,1D,2,f_seed804,f_seed804_5_1D,10/17/22,290,1,1,9,94
255_13,3342,Control,4,5,1,D,1D,2,f_seed804A,f_seed804A_5_1D,10/17/22,290,0,0,94,NA
323_11,2734,Control,4,5,1,F,1F,2,f_seed806,f_seed806_5_1F,10/17/22,290,0,0,94,NA
323_11,2734,Control,4,5,1,F,1F,2,f_seed806A,f_seed806A_5_1F,10/17/22,290,0,0,94,NA
255_39,3342,Control,4,5,1,G,1G,2,f_seed807,f_seed807_5_1G,10/17/22,290,0,0,94,NA
255_39,3342,Control,4,5,1,G,1G,2,f_seed807A,f_seed807A_5_1G,10/17/22,290,0,0,94,NA
323_11,2734,Control,4,5,1,H,1H,2,f_seed808,f_seed808_5_1H,10/17/22,290,1,1,7,28
323_11,2734,Control,4,5,1,H,1H,2,f_seed808A,f_seed808A_5_1H,10/17/22,290,1,1,7,28
325_8,3530,Control,4,5,1,I,1I,2,f_seed809,f_seed809_5_1I,10/17/22,290,0,0,94,NA
325_8,3530,Control,4,5,1,I,1I,2,f_seed809A,f_seed809A_5_1I,10/17/22,290,0,0,94,NA
272_10,2752,Control,4,5,1,J,1J,2,f_seed810,f_seed810_5_1J,10/17/22,290,1,1,14,94
272_10,2752,Control,4,5,1,J,1J,2,f_seed810A,f_seed810A_5_1J,10/17/22,290,0,0,94,NA
250_29,3133,Control,4,5,2,A,2A,2,f_seed811,f_seed811_5_2A,10/17/22,290,0,0,94,NA
250_29,3133,Control,4,5,2,A,2A,2,f_seed811A,f_seed811A_5_2A,10/17/22,290,0,0,94,NA
255_17,3342,Control,4,5,2,B,2B,2,f_seed812,f_seed812_5_2B,10/17/22,290,1,1,8,94
255_17,3342,Control,4,5,2,B,2B,2,f_seed812A,f_seed812A_5_2B,10/17/22,290,1,1,16,94
305_6,3604,Control,4,5,2,C,2C,2,f_seed813,f_seed813_5_2C,10/17/22,290,1,1,8,94
305_6,3604,Control,4,5,2,C,2C,2,f_seed813A,f_seed813A_5_2C,10/17/22,290,1,1,14,94
270_18,2553,Control,4,5,2,D,2D,2,f_seed814,f_seed814_5_2D,10/17/22,290,1,0,14,94
270_18,2553,Control,4,5,2,D,2D,2,f_seed814A,f_seed814A_5_2D,10/17/22,290,0,0,94,NA
250_28,3133,Control,4,5,2,E,2E,2,f_seed815,f_seed815_5_2E,10/17/22,290,1,1,21,94
250_28,3133,Control,4,5,2,E,2E,2,f_seed815A,f_seed815A_5_2E,10/17/22,290,0,0,94,NA
273_18,2710,Control,4,5,2,F,2F,2,f_seed816,f_seed816_5_2F,10/17/22,290,0,0,94,NA
273_18,2710,Control,4,5,2,F,2F,2,f_seed816A,f_seed816A_5_2F,10/17/22,290,0,0,94,NA
199_1,3502,Control,4,5,2,G,2G,2,f_seed817,f_seed817_5_2G,10/17/22,290,0,0,94,NA
199_1,3502,Control,4,5,2,G,2G,2,f_seed817A,f_seed817A_5_2G,10/17/22,290,0,0,94,NA
273_30,2710,Control,4,5,2,H,2H,2,f_seed818,f_seed818_5_2H,10/17/22,290,1,1,7,94
273_30,2710,Control,4,5,2,H,2H,2,f_seed818A,f_seed818A_5_2H,10/17/22,290,1,1,7,94
93_4,2911,Control,4,5,2,I,2I,2,f_seed819,f_seed819_5_2I,10/17/22,290,0,0,94,NA
93_4,2911,Control,4,5,2,I,2I,2,f_seed819A,f_seed819A_5_2I,10/17/22,290,0,0,94,NA
303_8,3570,Control,4,5,2,J,2J,2,f_seed820,f_seed820_5_2J,10/17/22,290,0,0,94,NA
303_8,3570,Control,4,5,2,J,2J,2,f_seed820A,f_seed820A_5_2J,10/17/22,290,0,0,94,NA
250_4,3133,Control,4,5,3,A,3A,2,f_seed821,f_seed821_5_3A,10/17/22,290,0,0,94,NA
250_4,3133,Control,4,5,3,A,3A,2,f_seed821A,f_seed821A_5_3A,10/17/22,290,0,0,94,NA
267_15,2499,Control,4,5,3,B,3B,2,f_seed822,f_seed822_5_3B,10/17/22,290,0,0,94,NA
267_15,2499,Control,4,5,3,B,3B,2,f_seed822A,f_seed822A_5_3B,10/17/22,290,0,0,94,NA
273_19,2710,Control,4,5,3,C,3C,2,f_seed823,f_seed823_5_3C,10/17/22,290,1,1,7,94
273_19,2710,Control,4,5,3,C,3C,2,f_seed823A,f_seed823A_5_3C,10/17/22,290,0,0,94,NA
307_15,2714,Control,4,5,3,D,3D,2,f_seed824,f_seed824_5_3D,10/17/22,290,1,1,7,94
307_15,2714,Control,4,5,3,D,3D,2,f_seed824A,f_seed824A_5_3D,10/17/22,290,1,1,7,94
322_1,2999,Control,4,5,3,E,3E,2,f_seed825,f_seed825_5_3E,10/17/22,290,0,0,94,NA
322_1,2999,Control,4,5,3,E,3E,2,f_seed825A,f_seed825A_5_3E,10/17/22,290,0,0,94,NA
48_2,2951,Control,4,5,3,F,3F,2,f_seed826,f_seed826_5_3F,10/17/22,290,1,1,14,94
48_2,2951,Control,4,5,3,F,3F,2,f_seed826A,f_seed826A_5_3F,10/17/22,290,0,0,94,NA
106_6,2925,Control,4,5,3,G,3G,2,f_seed827,f_seed827_5_3G,10/17/22,290,0,0,94,NA
106_6,2925,Control,4,5,3,G,3G,2,f_seed827A,f_seed827A_5_3G,10/17/22,290,0,0,94,NA
273_30,2710,Control,4,5,3,I,3I,2,f_seed829,f_seed829_5_3I,10/17/22,290,1,1,12,94
273_30,2710,Control,4,5,3,I,3I,2,f_seed829A,f_seed829A_5_3I,10/17/22,290,0,0,94,NA
210_3,3161,Control,4,5,3,J,3J,2,f_seed830,f_seed830_5_3J,10/17/22,290,1,1,7,94
210_3,3161,Control,4,5,3,J,3J,2,f_seed830A,f_seed830A_5_3J,10/17/22,290,1,1,7,94
212_13,3131,Control,4,5,4,A,4A,2,f_seed831,f_seed831_5_4A,10/17/22,290,1,1,7,94
212_13,3131,Control,4,5,4,A,4A,2,f_seed831A,f_seed831A_5_4A,10/17/22,290,0,0,94,NA
283_10,2890,Control,4,5,4,B,4B,2,f_seed832,f_seed832_5_4B,10/17/22,290,0,0,94,NA
283_10,2890,Control,4,5,4,B,4B,2,f_seed832A,f_seed832A_5_4B,10/17/22,290,0,0,94,NA
270_22,2553,Control,4,5,4,C,4C,2,f_seed833,f_seed833_5_4C,10/17/22,290,0,0,94,NA
270_22,2553,Control,4,5,4,C,4C,2,f_seed833A,f_seed833A_5_4C,10/17/22,290,0,0,94,NA
95_10,2966,Control,4,5,4,D,4D,2,f_seed834,f_seed834_5_4D,10/17/22,290,0,0,94,NA
95_10,2966,Control,4,5,4,D,4D,2,f_seed834A,f_seed834A_5_4D,10/17/22,290,0,0,94,NA
86_2,2880,Control,4,5,4,E,4E,2,f_seed835,f_seed835_5_4E,10/17/22,290,0,0,94,NA
86_2,2880,Control,4,5,4,E,4E,2,f_seed835A,f_seed835A_5_4E,10/17/22,290,0,0,94,NA
255_28,3342,Control,4,5,4,F,4F,2,f_seed836,f_seed836_5_4F,10/17/22,290,1,1,9,94
255_28,3342,Control,4,5,4,F,4F,2,f_seed836A,f_seed836A_5_4F,10/17/22,290,0,0,94,NA
93_4,2911,Control,4,5,4,G,4G,2,f_seed837,f_seed837_5_4G,10/17/22,290,0,0,94,NA
93_4,2911,Control,4,5,4,G,4G,2,f_seed837A,f_seed837A_5_4G,10/17/22,290,0,0,94,NA
262_3,2717,Control,4,5,4,H,4H,2,f_seed838,f_seed838_5_4H,10/17/22,290,0,0,94,NA
262_3,2717,Control,4,5,4,H,4H,2,f_seed838A,f_seed838A_5_4H,10/17/22,290,0,0,94,NA
49_3,2935,Control,4,5,4,I,4I,2,f_seed839,f_seed839_5_4I,10/17/22,290,1,1,8,49
49_3,2935,Control,4,5,4,I,4I,2,f_seed839A,f_seed839A_5_4I,10/17/22,290,1,1,18,94
250_14,3133,Control,4,5,4,J,4J,2,f_seed840,f_seed840_5_4J,10/17/22,290,1,1,8,94
250_14,3133,Control,4,5,4,J,4J,2,f_seed840A,f_seed840A_5_4J,10/17/22,290,0,0,94,NA
89_15,2869,Control,4,5,5,A,5A,2,f_seed841,f_seed841_5_5A,10/17/22,290,0,0,94,NA
89_15,2869,Control,4,5,5,A,5A,2,f_seed841A,f_seed841A_5_5A,10/17/22,290,0,0,94,NA
103_3,3113,Control,4,5,5,B,5B,2,f_seed842,f_seed842_5_5B,10/17/22,290,0,0,94,NA
103_3,3113,Control,4,5,5,B,5B,2,f_seed842A,f_seed842A_5_5B,10/17/22,290,0,0,94,NA
301_8,3494,Control,4,5,5,C,5C,2,f_seed843,f_seed843_5_5C,10/17/22,290,1,1,14,44
301_8,3494,Control,4,5,5,C,5C,2,f_seed843A,f_seed843A_5_5C,10/17/22,290,1,1,16,28
157_3,3004,Control,4,5,5,D,5D,2,f_seed844,f_seed844_5_5D,10/17/22,290,1,1,8,94
157_3,3004,Control,4,5,5,D,5D,2,f_seed844A,f_seed844A_5_5D,10/17/22,290,0,0,94,NA
255_13,3342,Control,4,5,5,E,5E,2,f_seed845,f_seed845_5_5E,10/17/22,290,1,1,7,94
255_13,3342,Control,4,5,5,E,5E,2,f_seed845A,f_seed845A_5_5E,10/17/22,290,0,0,94,NA
214_7,2694,Control,4,5,5,F,5F,2,f_seed846,f_seed846_5_5F,10/17/22,290,0,0,94,NA
214_7,2694,Control,4,5,5,F,5F,2,f_seed846A,f_seed846A_5_5F,10/17/22,290,0,0,94,NA
106_6,2925,Control,4,5,5,G,5G,2,f_seed857,f_seed857_5_5G,10/17/22,290,0,0,94,NA
106_6,2925,Control,4,5,5,G,5G,2,f_seed857A,f_seed857A_5_5G,10/17/22,290,0,0,94,NA
273_18,2710,Control,4,5,5,H,5H,2,f_seed848,f_seed848_5_5H,10/17/22,290,1,1,14,49
273_18,2710,Control,4,5,5,H,5H,2,f_seed848A,f_seed848A_5_5H,10/17/22,290,0,0,94,NA
185_2,3411,Control,4,5,5,I,5I,2,f_seed849,f_seed849_5_5I,10/17/22,290,0,0,94,NA
185_2,3411,Control,4,5,5,I,5I,2,f_seed849A,f_seed849A_5_5I,10/17/22,290,0,0,94,NA
209_5,2721,Control,4,5,5,J,5J,2,f_seed850,f_seed850_5_5J,10/17/22,290,1,1,7,94
209_5,2721,Control,4,5,5,J,5J,2,f_seed850A,f_seed850A_5_5J,10/17/22,290,1,1,7,94
270_5,2553,Control,4,5,6,A,6A,2,f_seed851,f_seed851_5_6A,10/17/22,290,1,1,7,94
270_5,2553,Control,4,5,6,A,6A,2,f_seed851A,f_seed851A_5_6A,10/17/22,290,1,1,7,94
212_13,3131,Control,4,5,6,B,6B,2,f_seed852,f_seed852_5_6B,10/17/22,290,1,1,7,94
212_13,3131,Control,4,5,6,B,6B,2,f_seed852A,f_seed852A_5_6B,10/17/22,290,0,0,94,NA
266_4,2992,Control,4,5,6,C,6C,2,f_seed853,f_seed853_5_6C,10/17/22,290,0,0,94,NA
266_4,2992,Control,4,5,6,C,6C,2,f_seed853A,f_seed853A_5_6C,10/17/22,290,0,0,94,NA
250_4,3133,Control,4,5,6,D,6D,2,f_seed854,f_seed854_5_6D,10/17/22,290,0,0,94,NA
250_4,3133,Control,4,5,6,D,6D,2,f_seed854A,f_seed854A_5_6D,10/17/22,290,0,0,94,NA
174_2,3252,Control,4,5,6,E,6E,2,f_seed855,f_seed855_5_6E,10/17/22,290,1,1,9,94
174_2,3252,Control,4,5,6,E,6E,2,f_seed855A,f_seed855A_5_6E,10/17/22,290,0,0,94,NA
266_4,2992,Control,4,5,6,F,6F,2,f_seed856,f_seed856_5_6F,10/17/22,290,0,0,94,NA
266_4,2992,Control,4,5,6,F,6F,2,f_seed856A,f_seed856A_5_6F,10/17/22,290,0,0,94,NA
305_6,3604,Control,4,5,6,G,6G,2,f_seed847,f_seed847_5_6G,10/17/22,290,0,0,94,NA
305_6,3604,Control,4,5,6,G,6G,2,f_seed847A,f_seed847A_5_6G,10/17/22,290,0,0,94,NA
157_3,3004,Control,4,5,6,H,6H,2,f_seed858,f_seed858_5_6H,10/17/22,290,0,0,94,NA
157_3,3004,Control,4,5,6,H,6H,2,f_seed858A,f_seed858A_5_6H,10/17/22,290,0,0,94,NA
199_1,3502,Control,4,5,6,I,6I,2,f_seed859,f_seed859_5_6I,10/17/22,290,0,0,94,NA
199_1,3502,Control,4,5,6,I,6I,2,f_seed859A,f_seed859A_5_6I,10/17/22,290,0,0,94,NA
213_1,2790,Control,4,5,6,J,6J,2,f_seed860,f_seed860_5_6J,10/17/22,290,1,1,7,94
213_1,2790,Control,4,5,6,J,6J,2,f_seed860A,f_seed860A_5_6J,10/17/22,290,1,1,7,94
47_1,2955,Control,4,5,7,A,7A,2,f_seed861,f_seed861_5_7A,10/17/22,290,1,1,7,94
47_1,2955,Control,4,5,7,A,7A,2,f_seed861A,f_seed861A_5_7A,10/17/22,290,1,0,7,94
283_14,2890,Control,4,5,7,B,7B,2,f_seed862,f_seed862_5_7B,10/17/22,290,0,0,94,NA
283_14,2890,Control,4,5,7,B,7B,2,f_seed862A,f_seed862A_5_7B,10/17/22,290,0,0,94,NA
107_4,3091,Control,4,5,7,C,7C,2,f_seed863,f_seed863_5_7C,10/17/22,290,1,1,7,44
107_4,3091,Control,4,5,7,C,7C,2,f_seed863A,f_seed863A_5_7C,10/17/22,290,1,0,7,94
78_2,3004,Control,4,5,7,D,7D,2,f_seed864,f_seed864_5_7D,10/17/22,290,0,0,94,NA
78_2,3004,Control,4,5,7,D,7D,2,f_seed864A,f_seed864A_5_7D,10/17/22,290,0,0,94,NA
304_14,3673,Control,4,5,7,E,7E,2,f_seed865,f_seed865_5_7E,10/17/22,290,0,0,94,NA
304_14,3673,Control,4,5,7,E,7E,2,f_seed865A,f_seed865A_5_7E,10/17/22,290,0,0,94,NA
51_2,2929,Control,4,5,7,G,7G,2,f_seed867,f_seed867_5_7G,10/17/22,290,1,1,8,94
51_2,2929,Control,4,5,7,G,7G,2,f_seed867A,f_seed867A_5_7G,10/17/22,290,0,0,94,NA
98_7,3011,Control,4,5,7,H,7H,2,f_seed868,f_seed868_5_7H,10/17/22,290,0,0,94,NA
98_7,3011,Control,4,5,7,H,7H,2,f_seed868A,f_seed868A_5_7H,10/17/22,290,0,0,94,NA
325_8,3530,Control,4,5,7,I,7I,2,f_seed869,f_seed869_5_7I,10/17/22,290,0,0,94,NA
325_8,3530,Control,4,5,7,I,7I,2,f_seed869A,f_seed869A_5_7I,10/17/22,290,0,0,94,NA
273_37,2710,Control,4,5,7,J,7J,2,f_seed870,f_seed870_5_7J,10/17/22,290,0,0,94,NA
273_37,2710,Control,4,5,7,J,7J,2,f_seed870A,f_seed870A_5_7J,10/17/22,290,0,0,94,NA
297B_7,3431,Control,4,5,8,A,8A,2,f_seed871,f_seed871_5_8A,10/17/22,290,1,1,7,94
297B_7,3431,Control,4,5,8,A,8A,2,f_seed871A,f_seed871A_5_8A,10/17/22,290,1,1,9,94
259_19,2760,Control,4,5,8,C,8C,2,f_seed873,f_seed873_5_8C,10/17/22,290,1,0,7,94
259_19,2760,Control,4,5,8,C,8C,2,f_seed873A,f_seed873A_5_8C,10/17/22,290,1,0,7,94
202_1,3368,Control,4,5,8,D,8D,2,f_seed874,f_seed874_5_8D,10/17/22,290,0,0,94,NA
202_1,3368,Control,4,5,8,D,8D,2,f_seed874A,f_seed874A_5_8D,10/17/22,290,0,0,94,NA
255_7,3342,Control,4,5,8,E,8E,2,f_seed875,f_seed875_5_8E,10/17/22,290,0,0,94,NA
255_7,3342,Control,4,5,8,E,8E,2,f_seed875A,f_seed875A_5_8E,10/17/22,290,0,0,94,NA
210_3,3161,Control,4,5,8,F,8F,2,f_seed876,f_seed876_5_8F,10/17/22,290,1,1,7,94
210_3,3161,Control,4,5,8,F,8F,2,f_seed876A,f_seed876A_5_8F,10/17/22,290,1,1,9,94
47_1,2955,Control,4,5,8,G,8G,2,f_seed877,f_seed877_5_8G,10/17/22,290,1,1,7,94
47_1,2955,Control,4,5,8,G,8G,2,f_seed877A,f_seed877A_5_8G,10/17/22,290,1,0,28,94
270_10,2553,Control,4,5,8,H,8H,2,f_seed878,f_seed878_5_8H,10/17/22,290,0,0,94,NA
270_10,2553,Control,4,5,8,H,8H,2,f_seed878A,f_seed878A_5_8H,10/17/22,290,0,0,94,NA
283_22,2890,Control,4,5,8,I,8I,2,f_seed879,f_seed879_5_8I,10/17/22,290,0,0,94,NA
283_22,2890,Control,4,5,8,I,8I,2,f_seed879A,f_seed879A_5_8I,10/17/22,290,0,0,94,NA
270_10,2553,Control,4,5,8,J,8J,2,f_seed880,f_seed880_5_8J,10/17/22,290,0,0,94,NA
270_10,2553,Control,4,5,8,J,8J,2,f_seed880A,f_seed880A_5_8J,10/17/22,290,0,0,94,NA
207_5,3219,Control,4,5,9,A,9A,2,f_seed881,f_seed881_5_9A,10/17/22,290,0,0,94,NA
207_5,3219,Control,4,5,9,A,9A,2,f_seed881A,f_seed881A_5_9A,10/17/22,290,0,0,94,NA
270_22,2553,Control,4,5,9,B,9B,2,f_seed882,f_seed882_5_9B,10/17/22,290,1,1,7,94
270_22,2553,Control,4,5,9,B,9B,2,f_seed882A,f_seed882A_5_9B,10/17/22,290,0,0,94,NA
68_2,2904,Control,4,5,9,C,9C,2,f_seed883,f_seed883_5_9C,10/17/22,290,0,0,94,NA
68_2,2904,Control,4,5,9,C,9C,2,f_seed883A,f_seed883A_5_9C,10/17/22,290,0,0,94,NA
328_5,3660,Control,4,5,9,D,9D,2,f_seed884,f_seed884_5_9D,10/17/22,290,1,1,12,94
328_5,3660,Control,4,5,9,D,9D,2,f_seed884A,f_seed884A_5_9D,10/17/22,290,0,0,94,NA
209_5,2721,Control,4,5,9,E,9E,2,f_seed885,f_seed885_5_9E,10/17/22,290,1,1,7,94
209_5,2721,Control,4,5,9,E,9E,2,f_seed885A,f_seed885A_5_9E,10/17/22,290,1,1,7,44
89_15,2869,Control,4,5,9,F,9F,2,f_seed886,f_seed886_5_9F,10/17/22,290,0,0,94,NA
89_15,2869,Control,4,5,9,F,9F,2,f_seed886A,f_seed886A_5_9F,10/17/22,290,0,0,94,NA
307_15,2714,Control,4,5,9,G,9G,2,f_seed887,f_seed887_5_9G,10/17/22,290,1,1,7,94
307_15,2714,Control,4,5,9,G,9G,2,f_seed887A,f_seed887A_5_9G,10/17/22,290,0,0,94,NA
301_8,3494,Control,4,5,9,H,9H,2,f_seed888,f_seed888_5_9H,10/17/22,290,1,1,7,94
301_8,3494,Control,4,5,9,H,9H,2,f_seed888A,f_seed888A_5_9H,10/17/22,290,1,0,9,94
180_5,3249,Control,4,5,9,I,9I,2,f_seed889,f_seed889_5_9I,10/17/22,290,0,0,94,NA
180_5,3249,Control,4,5,9,I,9I,2,f_seed889A,f_seed889A_5_9I,10/17/22,290,0,0,94,NA
63_8,2960,Control,4,5,10,A,10A,2,f_seed891,f_seed891_5_10A,10/17/22,290,0,0,94,NA
63_8,2960,Control,4,5,10,A,10A,2,f_seed891A,f_seed891A_5_10A,10/17/22,290,0,0,94,NA
81_1,3095,Control,4,5,10,B,10B,2,f_seed892,f_seed892_5_10B,10/17/22,290,1,1,7,94
81_1,3095,Control,4,5,10,B,10B,2,f_seed892A,f_seed892A_5_10B,10/17/22,290,1,1,14,94
151_3,2975,Control,4,5,10,C,10C,2,f_seed893,f_seed893_5_10C,10/17/22,290,1,1,8,94
151_3,2975,Control,4,5,10,C,10C,2,f_seed893A,f_seed893A_5_10C,10/17/22,290,0,0,94,NA
257_2,2754,Control,4,5,10,D,10D,2,f_seed894,f_seed894_5_10D,10/17/22,290,0,0,94,NA
257_2,2754,Control,4,5,10,D,10D,2,f_seed894A,f_seed894A_5_10D,10/17/22,290,0,0,94,NA
83_1,2994,Control,4,5,10,E,10E,2,f_seed895,f_seed895_5_10E,10/17/22,290,0,0,94,NA
83_1,2994,Control,4,5,10,E,10E,2,f_seed895A,f_seed895A_5_10E,10/17/22,290,0,0,94,NA
283_22,2890,Control,4,5,10,F,10F,2,f_seed896,f_seed896_5_10F,10/17/22,290,0,0,94,NA
283_22,2890,Control,4,5,10,F,10F,2,f_seed896A,f_seed896A_5_10F,10/17/22,290,0,0,94,NA
48_2,2951,Control,4,5,10,G,10G,2,f_seed897,f_seed897_5_10G,10/17/22,290,1,1,9,94
48_2,2951,Control,4,5,10,G,10G,2,f_seed897A,f_seed897A_5_10G,10/17/22,290,0,0,94,NA
267_15,2499,Control,4,5,10,H,10H,2,f_seed898,f_seed898_5_10H,10/17/22,290,0,0,94,NA
267_15,2499,Control,4,5,10,H,10H,2,f_seed898A,f_seed898A_5_10H,10/17/22,290,0,0,94,NA
91_2,2910,Control,4,5,10,I,10I,2,f_seed899,f_seed899_5_10I,10/17/22,290,0,0,94,NA
91_2,2910,Control,4,5,10,I,10I,2,f_seed899A,f_seed899A_5_10I,10/17/22,290,0,0,94,NA
213_1,2790,Control,4,5,10,J,10J,2,f_seed900,f_seed900_5_10J,10/17/22,290,1,1,7,94
213_1,2790,Control,4,5,10,J,10J,2,f_seed900A,f_seed900A_5_10J,10/17/22,290,1,1,7,94
304_14,3673,Control,4,5,11,A,11A,2,f_seed901,f_seed901_5_11A,10/17/22,290,1,1,9,94
304_14,3673,Control,4,5,11,A,11A,2,f_seed901A,f_seed901A_5_11A,10/17/22,290,0,0,94,NA
151_3,2975,Control,4,5,11,B,11B,2,f_seed902,f_seed902_5_11B,10/17/22,290,1,1,8,44
151_3,2975,Control,4,5,11,B,11B,2,f_seed902A,f_seed902A_5_11B,10/17/22,290,0,0,94,NA
302_1,3511,Control,4,5,11,F,11F,2,f_seed906,f_seed906_5_11F,10/17/22,290,0,0,94,NA
302_1,3511,Control,4,5,11,F,11F,2,f_seed906A,f_seed906A_5_11F,10/17/22,290,0,0,94,NA
194_2,3108,Control,4,5,11,G,11G,2,f_seed907,f_seed907_5_11G,10/17/22,290,0,0,94,NA
194_2,3108,Control,4,5,11,G,11G,2,f_seed907A,f_seed907A_5_11G,10/17/22,290,0,0,94,NA
250_29,3133,Control,4,5,11,I,11I,2,f_seed909,f_seed909_5_11I,10/17/22,290,0,0,94,NA
250_29,3133,Control,4,5,11,I,11I,2,f_seed909A,f_seed909A_5_11I,10/17/22,290,0,0,94,NA
273_50,2710,Control,4,5,11,J,11J,2,f_seed910,f_seed910_5_11J,10/17/22,290,0,0,94,NA
273_50,2710,Control,4,5,11,J,11J,2,f_seed910A,f_seed910A_5_11J,10/17/22,290,0,0,94,NA
283_15,2890,Control,4,5,12,A,12A,2,f_seed911,f_seed911_5_12A,10/17/22,290,0,0,94,NA
283_15,2890,Control,4,5,12,A,12A,2,f_seed911A,f_seed911A_5_12A,10/17/22,290,0,0,94,NA
262_3,2717,Control,4,5,12,B,12B,2,f_seed912,f_seed912_5_12B,10/17/22,290,0,0,94,NA
262_3,2717,Control,4,5,12,B,12B,2,f_seed912A,f_seed912A_5_12B,10/17/22,290,0,0,94,NA
200_1,3447,Control,4,5,12,C,12C,2,f_seed913,f_seed913_5_12C,10/17/22,290,1,1,8,44
200_1,3447,Control,4,5,12,C,12C,2,f_seed913A,f_seed913A_5_12C,10/17/22,290,0,0,94,NA
60_4,2977,Control,4,5,12,D,12D,2,f_seed914,f_seed914_5_12D,10/17/22,290,1,1,7,94
60_4,2977,Control,4,5,12,D,12D,2,f_seed914A,f_seed914A_5_12D,10/17/22,290,1,1,8,94
162_2,3055,Control,4,5,12,E,12E,2,f_seed915,f_seed915_5_12E,10/17/22,290,1,1,12,94
162_2,3055,Control,4,5,12,E,12E,2,f_seed915A,f_seed915A_5_12E,10/17/22,290,0,0,94,NA
270_26,2553,Control,4,5,12,F,12F,2,f_seed916,f_seed916_5_12F,10/17/22,290,0,0,94,NA
270_26,2553,Control,4,5,12,F,12F,2,f_seed916A,f_seed916A_5_12F,10/17/22,290,0,0,94,NA
60_4,2977,Control,4,5,12,G,12G,2,f_seed917,f_seed917_5_12G,10/17/22,290,1,1,21,94
60_4,2977,Control,4,5,12,G,12G,2,f_seed917A,f_seed917A_5_12G,10/17/22,290,0,0,94,NA
297B_7,3431,Control,4,5,12,H,12H,2,f_seed918,f_seed918_5_12H,10/17/22,290,1,1,9,94
297B_7,3431,Control,4,5,12,H,12H,2,f_seed918A,f_seed918A_5_12H,10/17/22,290,1,1,9,94
83_1,2994,Control,4,5,12,I,12I,2,f_seed919,f_seed919_5_12I,10/17/22,290,0,0,94,NA
83_1,2994,Control,4,5,12,I,12I,2,f_seed919A,f_seed919A_5_12I,10/17/22,290,0,0,94,NA
189_1,3273,Control,4,5,12,J,12J,2,f_seed920,f_seed920_5_12J,10/17/22,290,1,1,7,94
189_1,3273,Control,4,5,12,J,12J,2,f_seed920A,f_seed920A_5_12J,10/17/22,290,1,1,7,94
311_11,2712,Control,4,5,13,A,13A,2,f_seed921,f_seed921_5_13A,10/17/22,290,0,0,94,NA
311_11,2712,Control,4,5,13,A,13A,2,f_seed921A,f_seed921A_5_13A,10/17/22,290,0,0,94,NA
270_26,2553,Control,4,5,13,B,13B,2,f_seed922,f_seed922_5_13B,10/17/22,290,0,0,94,NA
270_26,2553,Control,4,5,13,B,13B,2,f_seed922A,f_seed922A_5_13B,10/17/22,290,0,0,94,NA
185_2,3411,Control,4,5,13,C,13C,2,f_seed923,f_seed923_5_13C,10/17/22,290,0,0,94,NA
185_2,3411,Control,4,5,13,C,13C,2,f_seed923A,f_seed923A_5_13C,10/17/22,290,0,0,94,NA
263_1,2795,Control,4,5,13,D,13D,2,f_seed924,f_seed924_5_13D,10/17/22,290,0,0,94,NA
263_1,2795,Control,4,5,13,D,13D,2,f_seed924A,f_seed924A_5_13D,10/17/22,290,0,0,94,NA
253_3,3460,Control,4,5,13,E,13E,2,f_seed925,f_seed925_5_13E,10/17/22,290,0,0,94,NA
253_3,3460,Control,4,5,13,E,13E,2,f_seed925A,f_seed925A_5_13E,10/17/22,290,0,0,94,NA
81_1,3095,Control,4,5,13,F,13F,2,f_seed926,f_seed926_5_13F,10/17/22,290,1,0,9,44
81_1,3095,Control,4,5,13,F,13F,2,f_seed926A,f_seed926A_5_13F,10/17/22,290,0,0,94,NA
67_4,2903,Control,4,5,13,G,13G,2,f_seed927,f_seed927_5_13G,10/17/22,290,1,1,7,94
67_4,2903,Control,4,5,13,G,13G,2,f_seed927A,f_seed927A_5_13G,10/17/22,290,1,1,8,94
154_1,2992,Control,4,5,13,H,13H,2,f_seed928,f_seed928_5_13H,10/17/22,290,0,0,94,NA
154_1,2992,Control,4,5,13,H,13H,2,f_seed928A,f_seed928A_5_13H,10/17/22,290,0,0,94,NA
283_14,2890,Control,4,5,13,I,13I,2,f_seed929,f_seed929_5_13I,10/17/22,290,1,1,8,94
283_14,2890,Control,4,5,13,I,13I,2,f_seed929A,f_seed929A_5_13I,10/17/22,290,1,1,12,94
202_1,3368,Control,4,5,13,J,13J,2,f_seed930,f_seed930_5_13J,10/17/22,290,0,0,94,NA
202_1,3368,Control,4,5,13,J,13J,2,f_seed930A,f_seed930A_5_13J,10/17/22,290,0,0,94,NA
