genotype,elevation,Treatment,Tmin,tray,column,row,cell,cohort,plantID,label,freezing_date,freezing_OD,Germinated,Final_status,day_until_germination,day_of_death
91_2,2910,Control,4,5,14,A,14A,2,f_seed931,f_seed931_5_14A,10/17/22,290,0,0,94,NA
91_2,2910,Control,4,5,14,A,14A,2,f_seed931A,f_seed931A_5_14A,10/17/22,290,0,0,94,NA
1_3,2989,Control,4,5,14,C,14C,2,f_seed933,f_seed933_5_14C,10/17/22,290,1,1,7,94
1_3,2989,Control,4,5,14,C,14C,2,f_seed933A,f_seed933A_5_14C,10/17/22,290,0,0,94,NA
270_3,2553,Control,4,5,14,D,14D,2,f_seed934,f_seed934_5_14D,10/17/22,290,1,1,7,94
270_3,2553,Control,4,5,14,D,14D,2,f_seed934A,f_seed934A_5_14D,10/17/22,290,0,0,94,NA
214_7,2694,Control,4,5,14,F,14F,2,f_seed936,f_seed936_5_14F,10/17/22,290,0,0,94,NA
214_7,2694,Control,4,5,14,F,14F,2,f_seed936A,f_seed936A_5_14F,10/17/22,290,0,0,94,NA
49_3,2935,Control,4,5,14,G,14G,2,f_seed937,f_seed937_5_14G,10/17/22,290,1,1,7,94
49_3,2935,Control,4,5,14,G,14G,2,f_seed937A,f_seed937A_5_14G,10/17/22,290,0,0,94,NA
273_19,2710,Control,4,5,14,H,14H,2,f_seed938,f_seed938_5_14H,10/17/22,290,0,0,94,NA
273_19,2710,Control,4,5,14,H,14H,2,f_seed938A,f_seed938A_5_14H,10/17/22,290,0,0,94,NA
322_1,2999,Control,4,5,14,I,14I,2,f_seed939,f_seed939_5_14I,10/17/22,290,0,0,94,NA
322_1,2999,Control,4,5,14,I,14I,2,f_seed939A,f_seed939A_5_14I,10/17/22,290,0,0,94,NA
255_7,3342,Control,4,5,14,J,14J,2,f_seed940,f_seed940_5_14J,10/17/22,290,1,1,12,94
255_7,3342,Control,4,5,14,J,14J,2,f_seed940A,f_seed940A_5_14J,10/17/22,290,0,0,94,NA
162_2,3055,Control,4,5,15,A,15A,2,f_seed941,f_seed941_5_15A,10/17/22,290,1,1,8,94
162_2,3055,Control,4,5,15,A,15A,2,f_seed941A,f_seed941A_5_15A,10/17/22,290,1,1,8,94
255_27,3342,Control,4,5,15,B,15B,2,f_seed942,f_seed942_5_15B,10/17/22,290,1,1,8,94
255_27,3342,Control,4,5,15,B,15B,2,f_seed942A,f_seed942A_5_15B,10/17/22,290,1,1,9,94
63_8,2960,Control,4,5,15,C,15C,2,f_seed943,f_seed943_5_15C,10/17/22,290,1,1,14,94
63_8,2960,Control,4,5,15,C,15C,2,f_seed943A,f_seed943A_5_15C,10/17/22,290,0,0,94,NA
269_20,2800,Control,4,5,15,D,15D,2,f_seed944,f_seed944_5_15D,10/17/22,290,0,0,94,NA
269_20,2800,Control,4,5,15,D,15D,2,f_seed944A,f_seed944A_5_15D,10/17/22,290,0,0,94,NA
255_17,3342,Control,4,5,15,E,15E,2,f_seed945,f_seed945_5_15E,10/17/22,290,1,1,12,94
255_17,3342,Control,4,5,15,E,15E,2,f_seed945A,f_seed945A_5_15E,10/17/22,290,0,0,94,NA
50_1,2934,Control,4,5,15,F,15F,2,f_seed946,f_seed946_5_15F,10/17/22,290,1,1,7,94
50_1,2934,Control,4,5,15,F,15F,2,f_seed946A,f_seed946A_5_15F,10/17/22,290,1,1,7,94
51_2,2929,Control,4,5,15,G,15G,2,f_seed947,f_seed947_5_15G,10/17/22,290,0,0,94,NA
51_2,2929,Control,4,5,15,G,15G,2,f_seed947A,f_seed947A_5_15G,10/17/22,290,0,0,94,NA
103_3,3113,Control,4,5,15,H,15H,2,f_seed948,f_seed948_5_15H,10/17/22,290,1,1,14,49
103_3,3113,Control,4,5,15,H,15H,2,f_seed948A,f_seed948A_5_15H,10/17/22,290,1,1,16,94
302_1,3511,Control,4,5,15,I,15I,2,f_seed949,f_seed949_5_15I,10/17/22,290,0,0,94,NA
302_1,3511,Control,4,5,15,I,15I,2,f_seed949A,f_seed949A_5_15I,10/17/22,290,0,0,94,NA
328_5,3660,Control,4,5,15,J,15J,2,f_seed950,f_seed950_5_15J,10/17/22,290,0,0,94,NA
328_5,3660,Control,4,5,15,J,15J,2,f_seed950A,f_seed950A_5_15J,10/17/22,290,0,0,94,NA
283_2,2890,Control,4,5,16,A,16A,2,f_seed951,f_seed951_5_16A,10/17/22,290,1,1,12,94
283_2,2890,Control,4,5,16,A,16A,2,f_seed951A,f_seed951A_5_16A,10/17/22,290,0,0,94,NA
269_20,2800,Control,4,5,16,B,16B,2,f_seed952,f_seed952_5_16B,10/17/22,290,0,0,94,NA
269_20,2800,Control,4,5,16,B,16B,2,f_seed952A,f_seed952A_5_16B,10/17/22,290,0,0,94,NA
283_2,2890,Control,4,5,16,D,16D,2,f_seed954,f_seed954_5_16D,10/17/22,290,0,0,94,NA
283_2,2890,Control,4,5,16,D,16D,2,f_seed954A,f_seed954A_5_16D,10/17/22,290,0,0,94,NA
201_2,3352,Control,4,5,16,E,16E,2,f_seed955,f_seed955_5_16E,10/17/22,290,0,0,94,NA
201_2,3352,Control,4,5,16,E,16E,2,f_seed955A,f_seed955A_5_16E,10/17/22,290,0,0,94,NA
256_3,2735,Control,4,5,16,G,16G,2,f_seed957,f_seed957_5_16G,10/17/22,290,0,0,94,NA
256_3,2735,Control,4,5,16,G,16G,2,f_seed957A,f_seed957A_5_16G,10/17/22,290,0,0,94,NA
255_28,3342,Control,4,5,16,H,16H,2,f_seed958,f_seed958_5_16H,10/17/22,290,1,0,12,94
255_28,3342,Control,4,5,16,H,16H,2,f_seed958A,f_seed958A_5_16H,10/17/22,290,0,0,94,NA
207_5,3219,Control,4,5,16,I,16I,2,f_seed959,f_seed959_5_16I,10/17/22,290,1,1,7,94
207_5,3219,Control,4,5,16,I,16I,2,f_seed959A,f_seed959A_5_16I,10/17/22,290,1,1,8,94
200_1,3447,Control,4,5,16,J,16J,2,f_seed960,f_seed960_5_16J,10/17/22,290,1,1,8,94
200_1,3447,Control,4,5,16,J,16J,2,f_seed960A,f_seed960A_5_16J,10/17/22,290,0,0,94,NA
256_3,2735,Control,4,5,17,A,17A,2,f_seed961,f_seed961_5_17A,10/17/22,290,0,0,94,NA
256_3,2735,Control,4,5,17,A,17A,2,f_seed961A,f_seed961A_5_17A,10/17/22,290,0,0,94,NA
1_3,2989,Control,4,5,17,B,17B,2,f_seed962,f_seed962_5_17B,10/17/22,290,0,0,94,NA
1_3,2989,Control,4,5,17,B,17B,2,f_seed962A,f_seed962A_5_17B,10/17/22,290,0,0,94,NA
283_11,2890,Control,4,5,17,C,17C,2,f_seed963,f_seed963_5_17C,10/17/22,290,1,1,7,94
283_11,2890,Control,4,5,17,C,17C,2,f_seed963A,f_seed963A_5_17C,10/17/22,290,0,0,94,NA
259_19,2760,Control,4,5,17,D,17D,2,f_seed964,f_seed964_5_17D,10/17/22,290,1,1,7,49
259_19,2760,Control,4,5,17,D,17D,2,f_seed964A,f_seed964A_5_17D,10/17/22,290,0,0,94,NA
250_28,3133,Control,4,5,17,E,17E,2,f_seed965,f_seed965_5_17E,10/17/22,290,0,0,94,NA
250_28,3133,Control,4,5,17,E,17E,2,f_seed965A,f_seed965A_5_17E,10/17/22,290,0,0,94,NA
189_1,3273,Control,4,5,17,F,17F,2,f_seed966,f_seed966_5_17F,10/17/22,290,0,0,94,NA
189_1,3273,Control,4,5,17,F,17F,2,f_seed966A,f_seed966A_5_17F,10/17/22,290,0,0,94,NA
270_3,2553,Control,4,5,17,G,17G,2,f_seed967,f_seed967_5_17G,10/17/22,290,1,1,12,94
270_3,2553,Control,4,5,17,G,17G,2,f_seed967A,f_seed967A_5_17G,10/17/22,290,0,0,94,NA
86_2,2880,Control,4,5,17,I,17I,2,f_seed969,f_seed969_5_17I,10/17/22,290,0,0,94,NA
86_2,2880,Control,4,5,17,I,17I,2,f_seed969A,f_seed969A_5_17I,10/17/22,290,0,0,94,NA
67_4,2903,Control,4,5,17,J,17J,2,f_seed970,f_seed970_5_17J,10/17/22,290,0,0,94,NA
67_4,2903,Control,4,5,17,J,17J,2,f_seed970A,f_seed970A_5_17J,10/17/22,290,0,0,94,NA
283_11,2890,Control,4,5,18,A,18A,2,f_seed971,f_seed971_5_18A,10/17/22,290,1,1,7,94
283_11,2890,Control,4,5,18,A,18A,2,f_seed971A,f_seed971A_5_18A,10/17/22,290,0,0,94,NA
154_1,2992,Control,4,5,18,B,18B,2,f_seed972,f_seed972_5_18B,10/17/22,290,1,1,9,94
154_1,2992,Control,4,5,18,B,18B,2,f_seed972A,f_seed972A_5_18B,10/17/22,290,1,1,14,28
156_2,2996,Control,4,5,18,C,18C,2,f_seed973,f_seed973_5_18C,10/17/22,290,1,0,7,94
156_2,2996,Control,4,5,18,C,18C,2,f_seed973A,f_seed973A_5_18C,10/17/22,290,1,0,9,94
201_2,3352,Control,4,5,18,D,18D,2,f_seed974,f_seed974_5_18D,10/17/22,290,1,0,18,94
201_2,3352,Control,4,5,18,D,18D,2,f_seed974A,f_seed974A_5_18D,10/17/22,290,0,0,94,NA
250_16,3133,Control,4,5,18,E,18E,2,f_seed975,f_seed975_5_18E,10/17/22,290,1,1,7,94
250_16,3133,Control,4,5,18,E,18E,2,f_seed975A,f_seed975A_5_18E,10/17/22,290,1,1,9,94
253_3,3460,Control,4,5,18,F,18F,2,f_seed976,f_seed976_5_18F,10/17/22,290,0,0,94,NA
253_3,3460,Control,4,5,18,F,18F,2,f_seed976A,f_seed976A_5_18F,10/17/22,290,0,0,94,NA
273_50,2710,Control,4,5,18,G,18G,2,f_seed977,f_seed977_5_18G,10/17/22,290,0,0,94,NA
273_50,2710,Control,4,5,18,G,18G,2,f_seed977A,f_seed977A_5_18G,10/17/22,290,0,0,94,NA
174_2,3252,Control,4,5,18,H,18H,2,f_seed978,f_seed978_5_18H,10/17/22,290,1,1,12,94
174_2,3252,Control,4,5,18,H,18H,2,f_seed978A,f_seed978A_5_18H,10/17/22,290,0,0,94,NA
194_2,3108,Control,4,5,18,I,18I,2,f_seed979,f_seed979_5_18I,10/17/22,290,0,0,94,NA
194_2,3108,Control,4,5,18,I,18I,2,f_seed979A,f_seed979A_5_18I,10/17/22,290,0,0,94,NA
102_3,3072,Control,4,5,18,J,18J,2,f_seed980,f_seed980_5_18J,10/17/22,290,1,1,12,49
102_3,3072,Control,4,5,18,J,18J,2,f_seed980A,f_seed980A_5_18J,10/17/22,290,1,0,18,94
263_1,2795,Control,4,5,19,A,19A,2,f_seed981,f_seed981_5_19A,10/17/22,290,0,0,94,NA
263_1,2795,Control,4,5,19,A,19A,2,f_seed981A,f_seed981A_5_19A,10/17/22,290,0,0,94,NA
250_16,3133,Control,4,5,19,B,19B,2,f_seed982,f_seed982_5_19B,10/17/22,290,0,0,94,NA
250_16,3133,Control,4,5,19,B,19B,2,f_seed982A,f_seed982A_5_19B,10/17/22,290,0,0,94,NA
273_37,2710,Control,4,5,19,C,19C,2,f_seed983,f_seed983_5_19C,10/17/22,290,1,1,8,94
273_37,2710,Control,4,5,19,C,19C,2,f_seed983A,f_seed983A_5_19C,10/17/22,290,1,1,9,94
180_5,3249,Control,4,5,19,D,19D,2,f_seed984,f_seed984_5_19D,10/17/22,290,0,0,94,NA
180_5,3249,Control,4,5,19,D,19D,2,f_seed984A,f_seed984A_5_19D,10/17/22,290,0,0,94,NA
303_8,3570,Control,4,5,19,E,19E,2,f_seed985,f_seed985_5_19E,10/17/22,290,1,1,12,94
303_8,3570,Control,4,5,19,E,19E,2,f_seed985A,f_seed985A_5_19E,10/17/22,290,0,0,94,NA
257_2,2754,Control,4,5,19,F,19F,2,f_seed986,f_seed986_5_19F,10/17/22,290,0,0,94,NA
257_2,2754,Control,4,5,19,F,19F,2,f_seed986A,f_seed986A_5_19F,10/17/22,290,0,0,94,NA
250_14,3133,Control,4,5,19,G,19G,2,f_seed987,f_seed987_5_19G,10/17/22,290,0,0,94,NA
250_14,3133,Control,4,5,19,G,19G,2,f_seed987A,f_seed987A_5_19G,10/17/22,290,0,0,94,NA
272_10,2752,Control,4,5,19,H,19H,2,f_seed988,f_seed988_5_19H,10/17/22,290,0,0,94,NA
272_10,2752,Control,4,5,19,H,19H,2,f_seed988A,f_seed988A_5_19H,10/17/22,290,0,0,94,NA
102_3,3072,Control,4,5,19,I,19I,2,f_seed989,f_seed989_5_19I,10/17/22,290,1,1,14,44
102_3,3072,Control,4,5,19,I,19I,2,f_seed989A,f_seed989A_5_19I,10/17/22,290,0,0,94,NA
50_1,2934,Control,4,5,19,J,19J,2,f_seed990,f_seed990_5_19J,10/17/22,290,1,1,7,94
50_1,2934,Control,4,5,19,J,19J,2,f_seed990A,f_seed990A_5_19J,10/17/22,290,1,1,8,94
283_15,2890,Control,4,5,20,A,20A,2,f_seed991,f_seed991_5_20A,10/17/22,290,0,0,94,NA
283_15,2890,Control,4,5,20,A,20A,2,f_seed991A,f_seed991A_5_20A,10/17/22,290,0,0,94,NA
270_18,2553,Control,4,5,20,B,20B,2,f_seed992,f_seed992_5_20B,10/17/22,290,1,1,14,94
270_18,2553,Control,4,5,20,B,20B,2,f_seed992A,f_seed992A_5_20B,10/17/22,290,1,1,14,94
68_2,2904,Control,4,5,20,C,20C,2,f_seed993,f_seed993_5_20C,10/17/22,290,0,0,94,NA
68_2,2904,Control,4,5,20,C,20C,2,f_seed993A,f_seed993A_5_20C,10/17/22,290,0,0,94,NA
156_2,2996,Control,4,5,20,D,20D,2,f_seed994,f_seed994_5_20D,10/17/22,290,1,1,7,94
156_2,2996,Control,4,5,20,D,20D,2,f_seed994A,f_seed994A_5_20D,10/17/22,290,1,1,7,94
255_27,3342,Control,4,5,20,E,20E,2,f_seed995,f_seed995_5_20E,10/17/22,290,1,1,12,94
255_27,3342,Control,4,5,20,E,20E,2,f_seed995A,f_seed995A_5_20E,10/17/22,290,0,0,94,NA
98_7,3011,Control,4,5,20,F,20F,2,f_seed996,f_seed996_5_20F,10/17/22,290,0,0,94,NA
98_7,3011,Control,4,5,20,F,20F,2,f_seed996A,f_seed996A_5_20F,10/17/22,290,0,0,94,NA
255_39,3342,Control,4,5,20,G,20G,2,f_seed997,f_seed997_5_20G,10/17/22,290,1,1,12,94
255_39,3342,Control,4,5,20,G,20G,2,f_seed997A,f_seed997A_5_20G,10/17/22,290,0,0,94,NA
270_5,2553,Control,4,5,20,H,20H,2,f_seed998,f_seed998_5_20H,10/17/22,290,0,0,94,NA
270_5,2553,Control,4,5,20,H,20H,2,f_seed998A,f_seed998A_5_20H,10/17/22,290,0,0,94,NA
107_4,3091,Control,4,5,20,I,20I,2,f_seed999,f_seed999_5_20I,10/17/22,290,1,1,7,49
107_4,3091,Control,4,5,20,I,20I,2,f_seed999A,f_seed999A_5_20I,10/17/22,290,0,0,94,NA
283_10,2890,Control,4,5,20,J,20J,2,f_seed1000,f_seed1000_5_20J,10/17/22,290,0,0,94,NA
283_10,2890,Control,4,5,20,J,20J,2,f_seed1000A,f_seed1000A_5_20J,10/17/22,290,0,0,94,NA
83_1,2994,TempA,-17.2,6,1,A,1A,2,f_seed1001,f_seed1001_6_1A,10/18/22,291,0,0,94,NA
83_1,2994,TempA,-17.2,6,1,A,1A,2,f_seed1001A,f_seed1001A_6_1A,10/18/22,291,0,0,94,NA
283_2,2890,TempA,-17.2,6,1,B,1B,2,f_seed1002,f_seed1002_6_1B,10/18/22,291,0,0,94,NA
283_2,2890,TempA,-17.2,6,1,B,1B,2,f_seed1002A,f_seed1002A_6_1B,10/18/22,291,0,0,94,NA
283_10,2890,TempA,-17.2,6,1,C,1C,2,f_seed1003,f_seed1003_6_1C,10/18/22,291,0,0,94,NA
283_10,2890,TempA,-17.2,6,1,C,1C,2,f_seed1003A,f_seed1003A_6_1C,10/18/22,291,0,0,94,NA
283_14,2890,TempA,-17.2,6,1,D,1D,2,f_seed1004,f_seed1004_6_1D,10/18/22,291,0,0,94,NA
283_14,2890,TempA,-17.2,6,1,D,1D,2,f_seed1004A,f_seed1004A_6_1D,10/18/22,291,0,0,94,NA
89_15,2869,TempA,-17.2,6,1,E,1E,2,f_seed1005,f_seed1005_6_1E,10/18/22,291,0,0,94,NA
89_15,2869,TempA,-17.2,6,1,E,1E,2,f_seed1005A,f_seed1005A_6_1E,10/18/22,291,0,0,94,NA
1_3,2989,TempA,-17.2,6,1,F,1F,2,f_seed1006,f_seed1006_6_1F,10/18/22,291,0,0,94,NA
1_3,2989,TempA,-17.2,6,1,F,1F,2,f_seed1006A,f_seed1006A_6_1F,10/18/22,291,0,0,94,NA
81_1,3095,TempA,-17.2,6,1,G,1G,2,f_seed1007,f_seed1007_6_1G,10/18/22,291,0,0,94,NA
81_1,3095,TempA,-17.2,6,1,G,1G,2,f_seed1007A,f_seed1007A_6_1G,10/18/22,291,0,0,94,NA
305_6,3604,TempA,-17.2,6,1,H,1H,2,f_seed1008,f_seed1008_6_1H,10/18/22,291,1,1,17,94
305_6,3604,TempA,-17.2,6,1,H,1H,2,f_seed1008A,f_seed1008A_6_1H,10/18/22,291,0,0,94,NA
273_50,2710,TempA,-17.2,6,1,I,1I,2,f_seed1009,f_seed1009_6_1I,10/18/22,291,0,0,94,NA
273_50,2710,TempA,-17.2,6,1,I,1I,2,f_seed1009A,f_seed1009A_6_1I,10/18/22,291,0,0,94,NA
256_3,2735,TempA,-17.2,6,1,J,1J,2,f_seed1010,f_seed1010_6_1J,10/18/22,291,1,1,7,94
256_3,2735,TempA,-17.2,6,1,J,1J,2,f_seed1010A,f_seed1010A_6_1J,10/18/22,291,0,0,94,NA
250_4,3133,TempA,-17.2,6,2,A,2A,2,f_seed1011,f_seed1011_6_2A,10/18/22,291,0,0,94,NA
250_4,3133,TempA,-17.2,6,2,A,2A,2,f_seed1011A,f_seed1011A_6_2A,10/18/22,291,0,0,94,NA
49_3,2935,TempA,-17.2,6,2,B,2B,2,f_seed1012,f_seed1012_6_2B,10/18/22,291,0,0,94,NA
49_3,2935,TempA,-17.2,6,2,B,2B,2,f_seed1012A,f_seed1012A_6_2B,10/18/22,291,0,0,94,NA
202_1,3368,TempA,-17.2,6,2,C,2C,2,f_seed1013,f_seed1013_6_2C,10/18/22,291,0,0,94,NA
202_1,3368,TempA,-17.2,6,2,C,2C,2,f_seed1013A,f_seed1013A_6_2C,10/18/22,291,0,0,94,NA
98_7,3011,TempA,-17.2,6,2,E,2E,2,f_seed1015,f_seed1015_6_2E,10/18/22,291,0,0,94,NA
98_7,3011,TempA,-17.2,6,2,E,2E,2,f_seed1015A,f_seed1015A_6_2E,10/18/22,291,0,0,94,NA
304_14,3673,TempA,-17.2,6,2,F,2F,2,f_seed1016,f_seed1016_6_2F,10/18/22,291,1,1,20,94
304_14,3673,TempA,-17.2,6,2,F,2F,2,f_seed1016A,f_seed1016A_6_2F,10/18/22,291,0,0,94,NA
98_7,3011,TempA,-17.2,6,2,G,2G,2,f_seed1017,f_seed1017_6_2G,10/18/22,291,0,0,94,NA
98_7,3011,TempA,-17.2,6,2,G,2G,2,f_seed1017A,f_seed1017A_6_2G,10/18/22,291,0,0,94,NA
255_27,3342,TempA,-17.2,6,2,H,2H,2,f_seed1018,f_seed1018_6_2H,10/18/22,291,0,0,94,NA
255_27,3342,TempA,-17.2,6,2,H,2H,2,f_seed1018A,f_seed1018A_6_2H,10/18/22,291,0,0,94,NA
262_3,2717,TempA,-17.2,6,2,I,2I,2,f_seed1019,f_seed1019_6_2I,10/18/22,291,0,0,94,NA
262_3,2717,TempA,-17.2,6,2,I,2I,2,f_seed1019A,f_seed1019A_6_2I,10/18/22,291,0,0,94,NA
162_2,3055,TempA,-17.2,6,2,J,2J,2,f_seed1020,f_seed1020_6_2J,10/18/22,291,0,0,94,NA
162_2,3055,TempA,-17.2,6,2,J,2J,2,f_seed1020A,f_seed1020A_6_2J,10/18/22,291,0,0,94,NA
95_10,2966,TempA,-17.2,6,3,A,3A,2,f_seed1021,f_seed1021_6_3A,10/18/22,291,1,1,6,94
95_10,2966,TempA,-17.2,6,3,A,3A,2,f_seed1021A,f_seed1021A_6_3A,10/18/22,291,1,1,13,94
185_2,3411,TempA,-17.2,6,3,B,3B,2,f_seed1022,f_seed1022_6_3B,10/18/22,291,0,0,94,NA
185_2,3411,TempA,-17.2,6,3,B,3B,2,f_seed1022A,f_seed1022A_6_3B,10/18/22,291,0,0,94,NA
214_7,2694,TempA,-17.2,6,3,C,3C,2,f_seed1023,f_seed1023_6_3C,10/18/22,291,0,0,94,NA
214_7,2694,TempA,-17.2,6,3,C,3C,2,f_seed1023A,f_seed1023A_6_3C,10/18/22,291,0,0,94,NA
270_5,2553,TempA,-17.2,6,3,D,3D,2,f_seed1024,f_seed1024_6_3D,10/18/22,291,0,0,94,NA
270_5,2553,TempA,-17.2,6,3,D,3D,2,f_seed1024A,f_seed1024A_6_3D,10/18/22,291,0,0,94,NA
303_8,3570,TempA,-17.2,6,3,E,3E,2,f_seed1025,f_seed1025_6_3E,10/18/22,291,0,0,94,NA
303_8,3570,TempA,-17.2,6,3,E,3E,2,f_seed1025A,f_seed1025A_6_3E,10/18/22,291,0,0,94,NA
283_2,2890,TempA,-17.2,6,3,F,3F,2,f_seed1026,f_seed1026_6_3F,10/18/22,291,0,0,94,NA
283_2,2890,TempA,-17.2,6,3,F,3F,2,f_seed1026A,f_seed1026A_6_3F,10/18/22,291,0,0,94,NA
322_1,2999,TempA,-17.2,6,3,G,3G,2,f_seed1027,f_seed1027_6_3G,10/18/22,291,1,1,11,94
322_1,2999,TempA,-17.2,6,3,G,3G,2,f_seed1027A,f_seed1027A_6_3G,10/18/22,291,0,0,94,NA
200_1,3447,TempA,-17.2,6,3,I,3I,2,f_seed1029,f_seed1029_6_3I,10/18/22,291,0,0,94,NA
200_1,3447,TempA,-17.2,6,3,I,3I,2,f_seed1029A,f_seed1029A_6_3I,10/18/22,291,0,0,94,NA
174_2,3252,TempA,-17.2,6,3,J,3J,2,f_seed1030,f_seed1030_6_3J,10/18/22,291,1,1,11,94
174_2,3252,TempA,-17.2,6,3,J,3J,2,f_seed1030A,f_seed1030A_6_3J,10/18/22,291,1,1,24,94
253_3,3460,TempA,-17.2,6,4,A,4A,2,f_seed1031,f_seed1031_6_4A,10/18/22,291,0,0,94,NA
253_3,3460,TempA,-17.2,6,4,A,4A,2,f_seed1031A,f_seed1031A_6_4A,10/18/22,291,0,0,94,NA
301_8,3494,TempA,-17.2,6,4,B,4B,2,f_seed1032,f_seed1032_6_4B,10/18/22,291,0,0,94,NA
301_8,3494,TempA,-17.2,6,4,B,4B,2,f_seed1032A,f_seed1032A_6_4B,10/18/22,291,0,0,94,NA
256_3,2735,TempA,-17.2,6,4,E,4E,2,f_seed1035,f_seed1035_6_4E,10/18/22,291,0,0,94,NA
256_3,2735,TempA,-17.2,6,4,E,4E,2,f_seed1035A,f_seed1035A_6_4E,10/18/22,291,0,0,94,NA
325_8,3530,TempA,-17.2,6,4,F,4F,2,f_seed1036,f_seed1036_6_4F,10/18/22,291,0,0,94,NA
325_8,3530,TempA,-17.2,6,4,F,4F,2,f_seed1036A,f_seed1036A_6_4F,10/18/22,291,0,0,94,NA
273_37,2710,TempA,-17.2,6,4,G,4G,2,f_seed1037,f_seed1037_6_4G,10/18/22,291,0,0,94,NA
273_37,2710,TempA,-17.2,6,4,G,4G,2,f_seed1037A,f_seed1037A_6_4G,10/18/22,291,0,0,94,NA
199_1,3502,TempA,-17.2,6,4,H,4H,2,f_seed1038,f_seed1038_6_4H,10/18/22,291,0,0,94,NA
199_1,3502,TempA,-17.2,6,4,H,4H,2,f_seed1038A,f_seed1038A_6_4H,10/18/22,291,0,0,94,NA
283_11,2890,TempA,-17.2,6,4,I,4I,2,f_seed1039,f_seed1039_6_4I,10/18/22,291,0,0,94,NA
283_11,2890,TempA,-17.2,6,4,I,4I,2,f_seed1039A,f_seed1039A_6_4I,10/18/22,291,0,0,94,NA
250_29,3133,TempA,-17.2,6,4,J,4J,2,f_seed1040,f_seed1040_6_4J,10/18/22,291,0,0,94,NA
250_29,3133,TempA,-17.2,6,4,J,4J,2,f_seed1040A,f_seed1040A_6_4J,10/18/22,291,0,0,94,NA
199_1,3502,TempA,-17.2,6,5,A,5A,2,f_seed1041,f_seed1041_6_5A,10/18/22,291,0,0,94,NA
199_1,3502,TempA,-17.2,6,5,A,5A,2,f_seed1041A,f_seed1041A_6_5A,10/18/22,291,0,0,94,NA
151_3,2975,TempA,-17.2,6,5,C,5C,2,f_seed1043,f_seed1043_6_5C,10/18/22,291,0,0,94,NA
151_3,2975,TempA,-17.2,6,5,C,5C,2,f_seed1043A,f_seed1043A_6_5C,10/18/22,291,0,0,94,NA
259_19,2760,TempA,-17.2,6,5,E,5E,2,f_seed1045,f_seed1045_6_5E,10/18/22,291,0,0,94,NA
259_19,2760,TempA,-17.2,6,5,E,5E,2,f_seed1045A,f_seed1045A_6_5E,10/18/22,291,0,0,94,NA
154_1,2992,TempA,-17.2,6,5,F,5F,2,f_seed1046,f_seed1046_6_5F,10/18/22,291,0,0,94,NA
154_1,2992,TempA,-17.2,6,5,F,5F,2,f_seed1046A,f_seed1046A_6_5F,10/18/22,291,0,0,94,NA
60_4,2977,TempA,-17.2,6,5,H,5H,2,f_seed1048,f_seed1048_6_5H,10/18/22,291,0,0,94,NA
60_4,2977,TempA,-17.2,6,5,H,5H,2,f_seed1048A,f_seed1048A_6_5H,10/18/22,291,0,0,94,NA
47_1,2955,TempA,-17.2,6,5,I,5I,2,f_seed1049,f_seed1049_6_5I,10/18/22,291,0,0,94,NA
47_1,2955,TempA,-17.2,6,5,I,5I,2,f_seed1049A,f_seed1049A_6_5I,10/18/22,291,0,0,94,NA
67_4,2903,TempA,-17.2,6,5,J,5J,2,f_seed1050,f_seed1050_6_5J,10/18/22,291,0,0,94,NA
67_4,2903,TempA,-17.2,6,5,J,5J,2,f_seed1050A,f_seed1050A_6_5J,10/18/22,291,0,0,94,NA
269_20,2800,TempA,-17.2,6,6,A,6A,2,f_seed1051,f_seed1051_6_6A,10/18/22,291,1,1,22,94
269_20,2800,TempA,-17.2,6,6,A,6A,2,f_seed1051A,f_seed1051A_6_6A,10/18/22,291,0,0,94,NA
212_13,3131,TempA,-17.2,6,6,B,6B,2,f_seed1052,f_seed1052_6_6B,10/18/22,291,0,0,94,NA
212_13,3131,TempA,-17.2,6,6,B,6B,2,f_seed1052A,f_seed1052A_6_6B,10/18/22,291,0,0,94,NA
1_3,2989,TempA,-17.2,6,6,C,6C,2,f_seed1053,f_seed1053_6_6C,10/18/22,291,0,0,94,NA
1_3,2989,TempA,-17.2,6,6,C,6C,2,f_seed1053A,f_seed1053A_6_6C,10/18/22,291,0,0,94,NA
81_1,3095,TempA,-17.2,6,6,D,6D,2,f_seed1054,f_seed1054_6_6D,10/18/22,291,0,0,94,NA
81_1,3095,TempA,-17.2,6,6,D,6D,2,f_seed1054A,f_seed1054A_6_6D,10/18/22,291,0,0,94,NA
257_2,2754,TempA,-17.2,6,6,E,6E,2,f_seed1055,f_seed1055_6_6E,10/18/22,291,0,0,94,NA
257_2,2754,TempA,-17.2,6,6,E,6E,2,f_seed1055A,f_seed1055A_6_6E,10/18/22,291,0,0,94,NA
267_15,2499,TempA,-17.2,6,6,F,6F,2,f_seed1056,f_seed1056_6_6F,10/18/22,291,1,1,7,94
267_15,2499,TempA,-17.2,6,6,F,6F,2,f_seed1056A,f_seed1056A_6_6F,10/18/22,291,0,0,94,NA
93_4,2911,TempA,-17.2,6,6,G,6G,2,f_seed1057,f_seed1057_6_6G,10/18/22,291,0,0,94,NA
93_4,2911,TempA,-17.2,6,6,G,6G,2,f_seed1057A,f_seed1057A_6_6G,10/18/22,291,0,0,94,NA
